task,downstream_model,dataset,method_base,n_k,supported_k,start_k,end_k,start_rank,end_rank,delta_rank,mean_rank,best_rank,worst_rank,start_score,end_score,delta_score,mean_score
classification,lr,madelon,r_ctree,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.5027,0.5389,0.03620000000000001,0.51708
classification,lr,madelon,rf,5,"5,10,25,50,100",5,100,3.0,9.5,6.5,7.7,3.0,10.0,0.613,0.5611,-0.051899999999999946,0.5863600000000001
classification,lr,madelon,rfe,5,"5,10,25,50,100",5,100,12.5,4.5,-8.0,8.0,4.0,12.5,0.6025,0.5655,-0.03700000000000003,0.5870400000000001
classification,lr,madelon,xgb,5,"5,10,25,50,100",5,100,7.0,11.0,4.0,6.6,3.0,11.0,0.6062,0.5606,-0.045599999999999974,0.5881000000000001
classification,lr,musk,boruta,5,"5,10,25,50,100",5,100,12.0,15.0,3.0,14.2,12.0,15.0,0.7289297697934954,0.8885937767370443,0.15966400694354888,0.7829067586745893
classification,lr,musk,cat,5,"5,10,25,50,100",5,100,10.0,2.0,-8.0,5.6,2.0,10.0,0.753462969399004,0.9051100374537604,0.15164706805475636,0.8327214931965731
classification,lr,musk,cif,5,"5,10,25,50,100",5,100,3.0,7.0,4.0,4.0,2.0,7.0,0.7775120860570022,0.9008315398480872,0.123319453791085,0.8425392667885735
classification,lr,musk,cit,5,"5,10,25,50,100",5,100,15.0,1.0,-14.0,9.0,1.0,15.0,0.6550143219679587,0.912194560517501,0.2571802385495423,0.7964734268775933
classification,lr,musk,cpi,5,"5,10,25,50,100",5,100,11.0,3.0,-8.0,9.0,3.0,11.0,0.7326759705840479,0.9048432548293812,0.17216728424533334,0.8174394429706513
classification,lr,musk,et,5,"5,10,25,50,100",5,100,2.0,8.0,6.0,2.6,1.0,8.0,0.7834857105379923,0.900643122600608,0.11715741206261565,0.8510848914108994
classification,lr,musk,lgbm,5,"5,10,25,50,100",5,100,6.0,4.0,-2.0,6.6,4.0,8.0,0.7683414445488433,0.9045335024423834,0.13619205789354005,0.8312665335383882
classification,lr,musk,pi,5,"5,10,25,50,100",5,100,13.0,11.0,-2.0,12.2,11.0,13.0,0.7037198607282693,0.8990234328654778,0.1953035721372085,0.8020321063015814
classification,lr,musk,ptest_mc,5,"5,10,25,50,100",5,100,5.0,14.0,9.0,10.0,5.0,14.0,0.775408041193566,0.8955890619203737,0.1201810207268077,0.8272868795812179
classification,lr,musk,ptest_rdc,5,"5,10,25,50,100",5,100,9.0,6.0,-3.0,9.6,6.0,12.0,0.7534652092268164,0.9012320498136873,0.14776684058687095,0.8220880736802327
classification,lr,musk,r_cforest,5,"5,10,25,50,100",5,100,8.0,12.0,4.0,6.4,3.0,12.0,0.7589434995654075,0.898585489748855,0.13964199018344747,0.8363781887386537
classification,lr,musk,r_ctree,5,"5,10,25,50,100",5,100,14.0,13.0,-1.0,13.8,13.0,15.0,0.6693650772869375,0.8982898149738058,0.22892473768686827,0.7793779298793521
classification,lr,musk,rf,5,"5,10,25,50,100",5,100,1.0,10.0,9.0,3.6,1.0,10.0,0.7942465072151278,0.8991909279292376,0.10494442071410981,0.8474580060988638
classification,lr,musk,rfe,5,"5,10,25,50,100",5,100,4.0,9.0,5.0,7.4,4.0,9.0,0.7771544916177721,0.9003151175728101,0.12316062595503807,0.8311986542765932
classification,lr,musk,xgb,5,"5,10,25,50,100",5,100,7.0,5.0,-2.0,6.0,5.0,7.0,0.7670469102626999,0.9041549923188577,0.13710808205615777,0.8321129303072029
classification,lr,orlraws10P,boruta,5,"5,10,25,50,100",5,100,11.0,8.0,-3.0,8.7,6.5,11.0,0.5820000000000001,0.924,0.34199999999999997,0.8116
classification,lr,orlraws10P,cat,5,"5,10,25,50,100",5,100,7.0,3.0,-4.0,5.2,3.0,8.0,0.7120000000000001,0.956,0.24399999999999988,0.866
classification,lr,orlraws10P,cif,5,"5,10,25,50,100",5,100,8.0,6.0,-2.0,6.6,4.0,9.0,0.71,0.9520000000000001,0.2420000000000001,0.8572000000000001
classification,lr,orlraws10P,cit,5,"5,10,25,50,100",5,100,5.0,13.0,8.0,8.6,4.0,13.0,0.758,0.8059999999999999,0.04799999999999993,0.8128
classification,lr,orlraws10P,cpi,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.32,0.772,0.452,0.5304
classification,lr,orlraws10P,et,5,"5,10,25,50,100",5,100,9.0,7.0,-2.0,6.7,5.0,9.0,0.7020000000000001,0.9440000000000001,0.242,0.8608
classification,lr,orlraws10P,lgbm,5,"5,10,25,50,100",5,100,1.0,1.0,0.0,1.3,1.0,2.0,0.792,0.97,0.17799999999999994,0.914
classification,lr,orlraws10P,pi,5,"5,10,25,50,100",5,100,14.0,14.0,0.0,14.0,14.0,14.0,0.392,0.792,0.4,0.5908
classification,lr,orlraws10P,ptest_mc,5,"5,10,25,50,100",5,100,13.0,10.0,-3.0,12.4,10.0,13.0,0.468,0.888,0.42,0.67
classification,lr,orlraws10P,ptest_rdc,5,"5,10,25,50,100",5,100,12.0,9.0,-3.0,10.8,9.0,12.0,0.57,0.9,0.33000000000000007,0.7407999999999999
classification,lr,orlraws10P,r_cforest,5,"5,10,25,50,100",5,100,10.0,11.0,1.0,10.6,10.0,11.0,0.63,0.8340000000000001,0.20400000000000007,0.7564
classification,lr,orlraws10P,r_ctree,5,"5,10,25,50,100",5,100,4.0,12.0,8.0,8.4,4.0,12.0,0.772,0.81,0.038000000000000034,0.8172
classification,lr,orlraws10P,rf,5,"5,10,25,50,100",5,100,3.0,4.0,1.0,3.4,3.0,4.0,0.782,0.9540000000000001,0.17200000000000004,0.9007999999999999
classification,lr,orlraws10P,rfe,5,"5,10,25,50,100",5,100,2.0,5.0,3.0,5.8,2.0,8.0,0.7879999999999999,0.954,0.16600000000000004,0.8732
classification,lr,orlraws10P,xgb,5,"5,10,25,50,100",5,100,6.0,2.0,-4.0,2.5,1.0,6.0,0.752,0.9620000000000001,0.21000000000000008,0.9064
classification,lr,page-blocks,boruta,2,"5,10",5,10,2.0,5.0,3.0,3.5,2.0,5.0,0.9193755402708399,0.9152959566174875,-0.00407958365335237,0.9173357484441638
classification,lr,page-blocks,cat,2,"5,10",5,10,13.0,12.5,-0.5,12.75,12.5,13.0,0.8717569764567119,0.9152878182655039,0.043530841808791965,0.893522397361108
classification,lr,page-blocks,cif,2,"5,10",5,10,6.0,12.5,6.5,9.25,6.0,12.5,0.9150393177491186,0.9152878182655039,0.0002485005163852527,0.9151635680073112
classification,lr,page-blocks,cit,2,"5,10",5,10,8.0,12.5,4.5,10.25,8.0,12.5,0.9062216383434812,0.9152878182655039,0.009066179922022632,0.9107547283044926
classification,lr,page-blocks,cpi,2,"5,10",5,10,10.0,5.0,-5.0,7.5,5.0,10.0,0.8948555076969363,0.9152959566174875,0.02044044892055119,0.9050757321572119
classification,lr,page-blocks,et,2,"5,10",5,10,1.0,5.0,4.0,3.0,1.0,5.0,0.9200080251048823,0.9152959566174875,-0.004712068487394805,0.9176519908611849
classification,lr,page-blocks,lgbm,2,"5,10",5,10,12.0,12.5,0.5,12.25,12.0,12.5,0.8791978383618348,0.9152878182655039,0.03608997990366902,0.8972428283136693
classification,lr,page-blocks,pi,2,"5,10",5,10,9.0,5.0,-4.0,7.0,5.0,9.0,0.901812473479377,0.9152959566174875,0.013483483138110541,0.9085542150484323
classification,lr,page-blocks,ptest_mc,2,"5,10",5,10,3.0,5.0,2.0,4.0,3.0,5.0,0.9191280471744386,0.9152959566174875,-0.0038320905569511066,0.9172120018959631
classification,lr,page-blocks,ptest_rdc,2,"5,10",5,10,15.0,5.0,-10.0,10.0,5.0,15.0,0.825087803534858,0.9152959566174875,0.09020815308262953,0.8701918800761728
classification,lr,page-blocks,r_cforest,2,"5,10",5,10,5.0,5.0,0.0,5.0,5.0,5.0,0.9155761286928724,0.9152959566174875,-0.000280172075384888,0.91543604265518
classification,lr,page-blocks,r_ctree,2,"5,10",5,10,14.0,5.0,-9.0,9.5,5.0,14.0,0.8481756678305087,0.9152959566174875,0.06712028878697884,0.8817358122239981
classification,lr,page-blocks,rf,2,"5,10",5,10,4.0,5.0,1.0,4.5,4.0,5.0,0.9176504193465524,0.9152959566174875,-0.002354462729064921,0.91647318798202
classification,lr,page-blocks,rfe,2,"5,10",5,10,7.0,12.5,5.5,9.75,7.0,12.5,0.9149528209395609,0.9152878182655039,0.00033499732594299836,0.9151203196025324
classification,lr,page-blocks,xgb,2,"5,10",5,10,11.0,12.5,1.5,11.75,11.0,12.5,0.8851958130541397,0.9152878182655039,0.030092005211364126,0.9002418156598218
classification,lr,pendigits,boruta,2,"5,10",5,10,15.0,15.0,0.0,15.0,15.0,15.0,0.6248201243721908,0.8294765119024887,0.2046563875302979,0.7271483181373397
classification,lr,pendigits,cat,2,"5,10",5,10,3.0,8.0,5.0,5.5,3.0,8.0,0.7649652430091947,0.9121571635745639,0.14719192056536923,0.8385612032918792
classification,lr,pendigits,cif,2,"5,10",5,10,10.0,5.0,-5.0,7.5,5.0,10.0,0.7222378630463155,0.9143348630476652,0.19209700000134966,0.8182863630469903
classification,lr,pendigits,cit,2,"5,10",5,10,7.0,11.0,4.0,9.0,7.0,11.0,0.7322552359139151,0.9039757231708319,0.1717204872569168,0.8181154795423735
classification,lr,pendigits,cpi,2,"5,10",5,10,11.0,1.0,-10.0,6.0,1.0,11.0,0.7133957378066826,0.917741906121131,0.2043461683144484,0.8155688219639068
classification,lr,pendigits,et,2,"5,10",5,10,6.0,9.0,3.0,7.5,6.0,9.0,0.7624992619836535,0.9045838333840315,0.142084571400378,0.8335415476838425
classification,lr,pendigits,lgbm,2,"5,10",5,10,9.0,3.0,-6.0,6.0,3.0,9.0,0.7295854905203234,0.9159510919441993,0.18636560142387593,0.8227682912322614
classification,lr,pendigits,pi,2,"5,10",5,10,1.0,7.0,6.0,4.0,1.0,7.0,0.7841116673993088,0.9136371215149041,0.12952545411559524,0.8488743944571064
classification,lr,pendigits,ptest_mc,2,"5,10",5,10,14.0,12.0,-2.0,13.0,12.0,14.0,0.6842259267805056,0.885526752360401,0.20130082557989537,0.7848763395704533
classification,lr,pendigits,ptest_rdc,2,"5,10",5,10,13.0,13.0,0.0,13.0,13.0,13.0,0.6916661913073986,0.8704139019304009,0.17874771062300232,0.7810400466188998
classification,lr,pendigits,r_cforest,2,"5,10",5,10,5.0,10.0,5.0,7.5,5.0,10.0,0.7631353804068555,0.9045551732394372,0.14141979283258177,0.8338452768231464
classification,lr,pendigits,r_ctree,2,"5,10",5,10,12.0,14.0,2.0,13.0,12.0,14.0,0.6989786451550448,0.8580275648500879,0.1590489196950431,0.7785031050025664
classification,lr,pendigits,rf,2,"5,10",5,10,2.0,6.0,4.0,4.0,2.0,6.0,0.77932978861882,0.9141295122899131,0.13479972367109316,0.8467296504543665
classification,lr,pendigits,rfe,2,"5,10",5,10,4.0,2.0,-2.0,3.0,2.0,4.0,0.7632428848005667,0.9169069867714563,0.15366410197088964,0.8400749357860116
classification,lr,pendigits,xgb,2,"5,10",5,10,8.0,4.0,-4.0,6.0,4.0,8.0,0.7304309381300002,0.914428574740368,0.18399763661036783,0.8224297564351841
classification,lr,pixraw10P,boruta,5,"5,10,25,50,100",5,100,11.0,9.0,-2.0,8.9,7.0,11.0,0.752,0.9620000000000001,0.21000000000000008,0.9016
classification,lr,pixraw10P,cat,5,"5,10,25,50,100",5,100,10.0,2.0,-8.0,3.6,1.0,10.0,0.8140000000000001,0.988,0.17399999999999993,0.9344000000000001
classification,lr,pixraw10P,cif,5,"5,10,25,50,100",5,100,9.0,5.5,-3.5,6.8,3.5,10.5,0.858,0.976,0.118,0.9324000000000001
classification,lr,pixraw10P,cit,5,"5,10,25,50,100",5,100,6.5,14.0,7.5,10.1,6.5,14.0,0.872,0.92,0.04800000000000004,0.9084
classification,lr,pixraw10P,cpi,5,"5,10,25,50,100",5,100,14.5,11.5,-3.0,13.7,11.5,14.5,0.62,0.95,0.32999999999999996,0.7792
classification,lr,pixraw10P,et,5,"5,10,25,50,100",5,100,1.0,5.5,4.5,3.3,1.0,5.5,0.9059999999999999,0.976,0.07000000000000006,0.9504000000000001
classification,lr,pixraw10P,lgbm,5,"5,10,25,50,100",5,100,2.5,4.0,1.5,2.9,1.0,5.0,0.8959999999999999,0.978,0.08200000000000007,0.9512
classification,lr,pixraw10P,pi,5,"5,10,25,50,100",5,100,14.5,11.5,-3.0,13.7,11.5,14.5,0.62,0.95,0.32999999999999996,0.7792
classification,lr,pixraw10P,ptest_mc,5,"5,10,25,50,100",5,100,12.0,10.0,-2.0,10.7,7.5,12.0,0.682,0.96,0.2779999999999999,0.842
classification,lr,pixraw10P,ptest_rdc,5,"5,10,25,50,100",5,100,13.0,15.0,2.0,13.8,13.0,15.0,0.63,0.902,0.272,0.7664000000000001
classification,lr,pixraw10P,r_cforest,5,"5,10,25,50,100",5,100,8.0,7.0,-1.0,8.8,7.0,10.0,0.8640000000000001,0.9740000000000001,0.10999999999999999,0.9231999999999999
classification,lr,pixraw10P,r_ctree,5,"5,10,25,50,100",5,100,4.0,1.0,-3.0,4.6,1.0,7.0,0.89,0.99,0.09999999999999998,0.9412
classification,lr,pixraw10P,rf,5,"5,10,25,50,100",5,100,5.0,3.0,-2.0,4.7,2.0,10.5,0.8759999999999999,0.982,0.1060000000000001,0.9391999999999999
classification,lr,pixraw10P,rfe,5,"5,10,25,50,100",5,100,6.5,8.0,1.5,7.6,4.0,11.0,0.872,0.966,0.09399999999999997,0.9248000000000001
classification,lr,pixraw10P,xgb,5,"5,10,25,50,100",5,100,2.5,13.0,10.5,6.8,2.5,13.0,0.8959999999999999,0.946,0.050000000000000044,0.9335999999999999
classification,lr,spam,boruta,4,"5,10,25,50",5,50,13.0,6.0,-7.0,11.0,6.0,13.0,0.8009610713710491,0.9241947240216541,0.12323365265060504,0.8706288996251847
classification,lr,spam,cat,4,"5,10,25,50",5,50,11.0,3.0,-8.0,6.5,3.0,11.0,0.8368712494273544,0.9244843918823428,0.08761314245498841,0.8922791034598848
classification,lr,spam,cif,4,"5,10,25,50",5,50,1.0,9.0,8.0,3.5,1.0,9.0,0.8769121757365609,0.9234425342745909,0.04653035853803,0.9050518029841107
classification,lr,spam,cit,4,"5,10,25,50",5,50,12.0,13.0,1.0,11.25,9.0,13.0,0.831860779871649,0.9187931532963767,0.0869323734247277,0.8854058642895895
classification,lr,spam,cpi,4,"5,10,25,50",5,50,4.0,12.0,8.0,8.0,4.0,12.0,0.8688158611879915,0.9223009751231165,0.053485113935125006,0.8999233276843318
classification,lr,spam,et,4,"5,10,25,50",5,50,7.0,8.0,1.0,7.5,6.0,9.0,0.8616278878161293,0.9240268331585328,0.06239894534240353,0.897320462812483
classification,lr,spam,lgbm,4,"5,10,25,50",5,50,3.0,4.0,1.0,3.25,2.0,4.0,0.8751264200364212,0.9244531204996674,0.049326700463246276,0.9040983971176467
classification,lr,spam,pi,4,"5,10,25,50",5,50,5.0,11.0,6.0,8.0,5.0,11.0,0.8668689593749744,0.9226151738148787,0.05574621443990424,0.899858909285679
classification,lr,spam,ptest_mc,4,"5,10,25,50",5,50,10.0,10.0,0.0,11.25,10.0,13.0,0.8433948667086223,0.9230447838951906,0.07964991718656833,0.8869402423577963
classification,lr,spam,ptest_rdc,4,"5,10,25,50",5,50,15.0,14.0,-1.0,14.75,14.0,15.0,0.7362944400957939,0.9185777593812015,0.18228331928540753,0.828030623586659
classification,lr,spam,r_cforest,4,"5,10,25,50",5,50,9.0,7.0,-2.0,6.0,3.0,9.0,0.857219925354761,0.9241155573355918,0.06689563198083082,0.8993711239528807
classification,lr,spam,r_ctree,4,"5,10,25,50",5,50,14.0,15.0,1.0,14.25,14.0,15.0,0.784798622467921,0.9147439986564838,0.12994537618856283,0.8507966755669982
classification,lr,spam,rf,4,"5,10,25,50",5,50,8.0,1.0,-7.0,6.75,1.0,10.0,0.8574720738885795,0.9254720948012856,0.06800002091270607,0.896055678399928
classification,lr,spam,rfe,4,"5,10,25,50",5,50,6.0,5.0,-1.0,6.25,5.0,7.0,0.8636628305293105,0.9243794666075453,0.060716636078234854,0.8986910348691013
classification,lr,spam,xgb,4,"5,10,25,50",5,50,2.0,2.0,0.0,1.75,1.0,2.0,0.8760597058440609,0.9247762864426282,0.048716580598567316,0.9053735635946031
classification,lr,vowel-context,boruta,2,"5,10",5,10,8.0,8.0,0.0,8.0,8.0,8.0,0.5967676767676768,0.6494949494949495,0.05272727272727262,0.6231313131313132
classification,lr,vowel-context,cat,2,"5,10",5,10,6.0,8.0,2.0,7.0,6.0,8.0,0.5993939393939395,0.6494949494949495,0.05010101010100998,0.6244444444444445
classification,lr,vowel-context,cif,2,"5,10",5,10,10.0,8.0,-2.0,9.0,8.0,10.0,0.5927272727272728,0.6494949494949495,0.05676767676767669,0.6211111111111112
classification,lr,vowel-context,cit,2,"5,10",5,10,14.0,8.0,-6.0,11.0,8.0,14.0,0.5460606060606061,0.6494949494949495,0.10343434343434332,0.5977777777777777
classification,lr,vowel-context,cpi,2,"5,10",5,10,2.0,8.0,6.0,5.0,2.0,8.0,0.6096969696969697,0.6494949494949495,0.03979797979797972,0.6295959595959596
classification,lr,vowel-context,et,2,"5,10",5,10,5.0,8.0,3.0,6.5,5.0,8.0,0.6002020202020202,0.6494949494949495,0.04929292929292928,0.6248484848484848
classification,lr,vowel-context,lgbm,2,"5,10",5,10,13.0,8.0,-5.0,10.5,8.0,13.0,0.5890909090909091,0.6494949494949495,0.06040404040404035,0.6192929292929292
classification,lr,vowel-context,pi,2,"5,10",5,10,1.0,8.0,7.0,4.5,1.0,8.0,0.6135353535353536,0.6494949494949495,0.03595959595959586,0.6315151515151516
classification,lr,vowel-context,ptest_mc,2,"5,10",5,10,4.0,8.0,4.0,6.0,4.0,8.0,0.6012121212121212,0.6494949494949495,0.04828282828282826,0.6253535353535353
classification,lr,vowel-context,ptest_rdc,2,"5,10",5,10,11.0,8.0,-3.0,9.5,8.0,11.0,0.5896969696969697,0.6494949494949495,0.05979797979797974,0.6195959595959596
classification,lr,vowel-context,r_cforest,2,"5,10",5,10,3.0,8.0,5.0,5.5,3.0,8.0,0.6046464646464647,0.6494949494949495,0.044848484848484804,0.6270707070707071
classification,lr,vowel-context,r_ctree,2,"5,10",5,10,15.0,8.0,-7.0,11.5,8.0,15.0,0.47535353535353536,0.6494949494949495,0.1741414141414141,0.5624242424242424
classification,lr,vowel-context,rf,2,"5,10",5,10,7.0,8.0,1.0,7.5,7.0,8.0,0.597979797979798,0.6494949494949495,0.051515151515151514,0.6237373737373737
classification,lr,vowel-context,rfe,2,"5,10",5,10,9.0,8.0,-1.0,8.5,8.0,9.0,0.5945454545454545,0.6494949494949495,0.05494949494949497,0.6220202020202019
classification,lr,vowel-context,xgb,2,"5,10",5,10,12.0,8.0,-4.0,10.0,8.0,12.0,0.5894949494949495,0.6494949494949495,0.05999999999999994,0.6194949494949495
classification,lr,warpAR10P,boruta,5,"5,10,25,50,100",5,100,10.0,7.0,-3.0,8.6,7.0,10.0,0.4733333333333333,0.938,0.4646666666666667,0.7429333333333332
classification,lr,warpAR10P,cat,5,"5,10,25,50,100",5,100,9.0,1.0,-8.0,5.6,1.0,9.0,0.524,0.9620000000000001,0.43800000000000006,0.7944
classification,lr,warpAR10P,cif,5,"5,10,25,50,100",5,100,2.0,2.0,0.0,2.8,1.0,7.0,0.6213333333333333,0.9619999999999999,0.34066666666666656,0.826
classification,lr,warpAR10P,cit,5,"5,10,25,50,100",5,100,5.0,11.0,6.0,7.9,4.5,11.0,0.576,0.8319999999999999,0.2559999999999999,0.7477333333333332
classification,lr,warpAR10P,cpi,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.26066666666666666,0.7166666666666666,0.4559999999999999,0.42919999999999997
classification,lr,warpAR10P,et,5,"5,10,25,50,100",5,100,3.0,3.0,0.0,4.4,3.0,7.0,0.5966666666666667,0.9606666666666667,0.364,0.8161333333333334
classification,lr,warpAR10P,lgbm,5,"5,10,25,50,100",5,100,8.0,4.0,-4.0,4.3,2.0,8.0,0.5453333333333333,0.9486666666666665,0.4033333333333332,0.8131999999999999
classification,lr,warpAR10P,pi,5,"5,10,25,50,100",5,100,13.0,13.5,0.5,13.4,13.0,14.0,0.30866666666666664,0.7833333333333333,0.4746666666666667,0.5382666666666667
classification,lr,warpAR10P,ptest_mc,5,"5,10,25,50,100",5,100,11.0,9.0,-2.0,10.0,9.0,11.0,0.3753333333333333,0.8893333333333332,0.5139999999999999,0.6745333333333333
classification,lr,warpAR10P,ptest_rdc,5,"5,10,25,50,100",5,100,12.0,10.0,-2.0,12.5,10.0,14.0,0.312,0.8746666666666667,0.5626666666666666,0.5634666666666666
classification,lr,warpAR10P,r_cforest,5,"5,10,25,50,100",5,100,14.0,13.5,-0.5,12.7,12.0,14.0,0.296,0.7833333333333333,0.48733333333333334,0.5675999999999999
classification,lr,warpAR10P,r_ctree,5,"5,10,25,50,100",5,100,7.0,12.0,5.0,9.8,7.0,12.0,0.552,0.8086666666666666,0.2566666666666666,0.7220000000000001
classification,lr,warpAR10P,rf,5,"5,10,25,50,100",5,100,6.0,5.5,-0.5,5.3,4.0,6.0,0.57,0.946,0.376,0.8139999999999998
classification,lr,warpAR10P,rfe,5,"5,10,25,50,100",5,100,1.0,8.0,7.0,4.2,1.0,8.0,0.6893333333333334,0.9346666666666666,0.2453333333333333,0.8392
classification,lr,warpAR10P,xgb,5,"5,10,25,50,100",5,100,4.0,5.5,1.5,3.5,1.0,5.5,0.586,0.946,0.36,0.8258666666666666
classification,lr,warpPIE10P,boruta,5,"5,10,25,50,100",5,100,15.0,7.5,-7.5,11.5,7.5,15.0,0.564,0.9852,0.4212,0.8484
classification,lr,warpPIE10P,cat,5,"5,10,25,50,100",5,100,2.0,4.0,2.0,2.6,1.0,4.0,0.7464,0.9882,0.24180000000000001,0.92188
classification,lr,warpPIE10P,cif,5,"5,10,25,50,100",5,100,5.0,5.0,0.0,5.2,4.0,7.0,0.7126,0.9872,0.27459999999999996,0.90432
classification,lr,warpPIE10P,cit,5,"5,10,25,50,100",5,100,9.0,3.0,-6.0,6.6,3.0,9.0,0.6851999999999999,0.9884000000000001,0.30320000000000014,0.89796
classification,lr,warpPIE10P,cpi,5,"5,10,25,50,100",5,100,3.0,15.0,12.0,11.8,3.0,15.0,0.7445999999999999,0.9566,0.21200000000000008,0.8712
classification,lr,warpPIE10P,et,5,"5,10,25,50,100",5,100,6.0,9.0,3.0,7.2,6.0,9.0,0.703,0.9843999999999999,0.2814,0.89728
classification,lr,warpPIE10P,lgbm,5,"5,10,25,50,100",5,100,11.0,2.0,-9.0,4.5,1.5,11.0,0.6384000000000001,0.9912000000000001,0.3528,0.8966000000000001
classification,lr,warpPIE10P,pi,5,"5,10,25,50,100",5,100,7.0,14.0,7.0,12.6,7.0,15.0,0.687,0.9621999999999999,0.2751999999999999,0.8601599999999999
classification,lr,warpPIE10P,ptest_mc,5,"5,10,25,50,100",5,100,8.0,6.0,-2.0,8.0,5.0,12.0,0.6859999999999999,0.9856,0.2996000000000001,0.8890800000000001
classification,lr,warpPIE10P,ptest_rdc,5,"5,10,25,50,100",5,100,13.0,13.0,0.0,13.2,13.0,14.0,0.5998,0.9732,0.37339999999999995,0.85592
classification,lr,warpPIE10P,r_cforest,5,"5,10,25,50,100",5,100,12.0,10.0,-2.0,11.2,10.0,12.0,0.6275999999999999,0.9828,0.35520000000000007,0.87264
classification,lr,warpPIE10P,r_ctree,5,"5,10,25,50,100",5,100,14.0,12.0,-2.0,10.6,8.0,14.0,0.5898,0.9773999999999999,0.38759999999999994,0.8707600000000001
classification,lr,warpPIE10P,rf,5,"5,10,25,50,100",5,100,4.0,11.0,7.0,7.6,4.0,11.0,0.7386,0.9823999999999999,0.2437999999999999,0.9078000000000002
classification,lr,warpPIE10P,rfe,5,"5,10,25,50,100",5,100,1.0,7.5,6.5,3.7,1.0,7.5,0.7938,0.9852,0.19140000000000001,0.93276
classification,lr,warpPIE10P,xgb,5,"5,10,25,50,100",5,100,10.0,1.0,-9.0,3.7,1.0,10.0,0.6466,0.9922,0.3456,0.9060400000000002
classification,lr,wine,boruta,2,"5,10",5,10,15.0,13.0,-2.0,14.0,13.0,15.0,0.8384098124098124,0.9641481481481482,0.12573833573833582,0.9012789802789802
classification,lr,wine,cat,2,"5,10",5,10,1.5,3.0,1.5,2.25,1.5,3.0,0.9791746031746033,0.9744963924963925,-0.004678210678210726,0.9768354978354978
classification,lr,wine,cif,2,"5,10",5,10,4.0,2.0,-2.0,3.0,2.0,4.0,0.9780634920634921,0.9763116883116884,-0.0017518037518037266,0.9771875901875902
classification,lr,wine,cit,2,"5,10",5,10,11.0,14.0,3.0,12.5,11.0,14.0,0.9666291486291486,0.9604069264069264,-0.00622222222222224,0.9635180375180374
classification,lr,wine,cpi,2,"5,10",5,10,13.0,15.0,2.0,14.0,13.0,15.0,0.9453275613275613,0.9586608946608948,0.01333333333333342,0.9519942279942281
classification,lr,wine,et,2,"5,10",5,10,5.0,7.0,2.0,6.0,5.0,7.0,0.9773333333333334,0.970972582972583,-0.006360750360750345,0.9741529581529582
classification,lr,wine,lgbm,2,"5,10",5,10,8.0,1.0,-7.0,4.5,1.0,8.0,0.9699307359307361,0.9764069264069265,0.006476190476190413,0.9731688311688313
classification,lr,wine,pi,2,"5,10",5,10,9.0,5.0,-4.0,7.0,5.0,9.0,0.967941317941318,0.9715180375180376,0.003576719576719567,0.9697296777296778
classification,lr,wine,ptest_mc,2,"5,10",5,10,1.5,12.0,10.5,6.75,1.5,12.0,0.9791746031746033,0.9666397306397307,-0.01253487253487251,0.9729071669071669
