task,n,k,threshold_test,stopping,nominal_alpha,effect,splits,replicates,n_shards,rate,ci_low,ci_high,study
regression,200,64,bonferroni,exhaustive,0.35,0.4,271,400,2,0.6775,0.6292537905732669,0.7230956084675007,stageb_only_pooled
regression,200,64,bonferroni,exhaustive,0.35,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,64,bonferroni,exhaustive,0.5,0.0,96,1000,2,0.096,0.07845203624742243,0.11596664336287678,stageb_only_pooled
regression,200,64,bonferroni,exhaustive,0.5,0.2,105,400,2,0.2625,0.2200274736330943,0.30852654963696446,stageb_only_pooled
regression,200,64,bonferroni,exhaustive,0.5,0.4,289,400,2,0.7225,0.675830118479378,0.765842383184516,stageb_only_pooled
regression,200,64,bonferroni,exhaustive,0.5,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,64,maxt,adaptive,0.02,0.0,21,1500,3,0.014,0.008686549836516655,0.02132123402357071,stageb_only_pooled
regression,200,64,maxt,adaptive,0.02,0.2,40,600,3,0.06666666666666667,0.04805123703386055,0.08967753217090249,stageb_only_pooled
regression,200,64,maxt,adaptive,0.02,0.4,239,600,3,0.3983333333333333,0.358912173365221,0.43876026876948704,stageb_only_pooled
regression,200,64,maxt,adaptive,0.02,0.8,589,600,3,0.9816666666666667,0.9674337997201626,0.9908134258475395,stageb_only_pooled
regression,200,64,maxt,adaptive,0.05,0.0,50,1500,3,0.03333333333333333,0.024839813933980732,0.04371159884020647,stageb_only_pooled
regression,200,64,maxt,adaptive,0.05,0.2,75,600,3,0.125,0.09960337181132568,0.15415370265114364,stageb_only_pooled
regression,200,64,maxt,adaptive,0.05,0.4,327,600,3,0.545,0.5041828737370617,0.5853721480555849,stageb_only_pooled
regression,200,64,maxt,adaptive,0.05,0.8,596,600,3,0.9933333333333333,0.9830192932606833,0.9981806583658572,stageb_only_pooled
regression,200,64,maxt,adaptive,0.1,0.0,108,1500,3,0.072,0.05943384853916973,0.08627119225676934,stageb_only_pooled
regression,200,64,maxt,adaptive,0.1,0.2,119,600,3,0.19833333333333333,0.16714422398684453,0.23252488950119948,stageb_only_pooled
regression,200,64,maxt,adaptive,0.1,0.4,401,600,3,0.6683333333333333,0.6290690731684312,0.7059305227456117,stageb_only_pooled
regression,200,64,maxt,adaptive,0.1,0.8,597,600,3,0.995,0.9854579578604367,0.9989676904830049,stageb_only_pooled
regression,200,64,maxt,adaptive,0.2,0.0,213,1500,3,0.142,0.12471668535161301,0.16069772264065135,stageb_only_pooled
regression,200,64,maxt,adaptive,0.2,0.2,212,600,3,0.35333333333333333,0.31505545966411913,0.39306309822405416,stageb_only_pooled
regression,200,64,maxt,adaptive,0.2,0.4,474,600,3,0.79,0.7551855136810562,0.8219301217498793,stageb_only_pooled
regression,200,64,maxt,adaptive,0.2,0.8,598,600,3,0.9966666666666667,0.9880111660413475,0.9995960626395574,stageb_only_pooled
regression,200,64,maxt,adaptive,0.35,0.0,228,1000,2,0.228,0.202328729871031,0.2552831775215669,stageb_only_pooled
regression,200,64,maxt,adaptive,0.35,0.2,193,400,2,0.4825,0.4325681000986894,0.5326926573811865,stageb_only_pooled
regression,200,64,maxt,adaptive,0.35,0.4,340,400,2,0.85,0.8111778635180942,0.8835415213926012,stageb_only_pooled
regression,200,64,maxt,adaptive,0.35,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,64,maxt,adaptive,0.5,0.0,318,1000,2,0.318,0.28920765506392876,0.3478683003282046,stageb_only_pooled
regression,200,64,maxt,adaptive,0.5,0.2,230,400,2,0.575,0.5248998335723469,0.6239822512451508,stageb_only_pooled
regression,200,64,maxt,adaptive,0.5,0.4,353,400,2,0.8825,0.8468267531509192,0.9123753168148571,stageb_only_pooled
regression,200,64,maxt,adaptive,0.5,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.02,0.0,22,1500,3,0.014666666666666666,0.009213741369787639,0.022121728073354073,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.02,0.2,46,600,3,0.07666666666666666,0.056673648298979626,0.10094038616927739,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.02,0.4,264,600,3,0.44,0.3998282489179181,0.4807651051375853,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.02,0.8,594,600,3,0.99,0.9783620442905984,0.9963215835543477,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.05,0.0,65,1500,3,0.043333333333333335,0.03360022480794258,0.05490112420897526,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.05,0.2,91,600,3,0.15166666666666667,0.12390448763515287,0.18290826270731622,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.05,0.4,351,600,3,0.585,0.5444032162274179,0.6247560339788891,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.05,0.8,597,600,3,0.995,0.9854579578604367,0.9989676904830049,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.1,0.0,112,1500,3,0.07466666666666667,0.06187449561659421,0.089152364213688,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.1,0.2,132,600,3,0.22,0.18746685796104262,0.2553165646950065,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.1,0.4,417,600,3,0.695,0.6564320014473584,0.7316356280312347,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.1,0.8,598,600,3,0.9966666666666667,0.9880111660413475,0.9995960626395574,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.2,0.0,215,1500,3,0.14333333333333334,0.1259785241572363,0.16209715193001595,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.2,0.2,207,600,3,0.345,0.30697357407162357,0.3845610435472933,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.2,0.4,474,600,3,0.79,0.7551855136810562,0.8219301217498793,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.2,0.8,598,600,3,0.9966666666666667,0.9880111660413475,0.9995960626395574,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.35,0.0,237,1000,2,0.237,0.2109495216531267,0.2646085430054242,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.35,0.2,202,400,2,0.505,0.45487307205092786,0.5550524271401411,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.35,0.4,340,400,2,0.85,0.8111778635180942,0.8835415213926012,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.35,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.5,0.0,307,1000,2,0.307,0.27851538530648984,0.33662584246127214,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.5,0.2,229,400,2,0.5725,0.5223821714280462,0.6215372032894608,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.5,0.4,353,400,2,0.8825,0.8468267531509192,0.9123753168148571,stageb_only_pooled
regression,200,64,maxt,exhaustive,0.5,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.02,0.0,5,1500,3,0.0033333333333333335,0.0010831828329401054,0.007761609956732434,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.02,0.2,18,600,3,0.03,0.017874802357880564,0.04699961041127929,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.02,0.4,143,600,3,0.23833333333333334,0.20476670694679266,0.2744988787884566,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.02,0.8,584,600,3,0.9733333333333334,0.9570555231544781,0.9846825606659874,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.05,0.0,12,1500,3,0.008,0.004140350842847095,0.013932651519892625,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.05,0.2,29,600,3,0.04833333333333333,0.03260510298859885,0.06867969714975303,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.05,0.4,202,600,3,0.33666666666666667,0.29890458494565736,0.3760461353794695,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.05,0.8,591,600,3,0.985,0.9717169716419893,0.9931187054032118,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.1,0.0,19,1500,3,0.012666666666666666,0.007642918539229586,0.019710167820817696,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.1,0.2,37,600,3,0.06166666666666667,0.04378699665955303,0.08400061259554074,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.1,0.4,254,600,3,0.42333333333333334,0.38342727772285484,0.4639976566341518,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.1,0.8,593,600,3,0.9883333333333333,0.976110677690205,0.9952968827291082,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.2,0.0,34,1500,3,0.02266666666666667,0.01574719303712674,0.03153139214328787,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.2,0.2,59,600,3,0.09833333333333333,0.07570032162277025,0.1250076656804646,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.2,0.4,305,600,3,0.5083333333333333,0.46754134998823144,0.5490429218007701,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.2,0.8,593,600,3,0.9883333333333333,0.976110677690205,0.9952968827291082,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.35,0.0,38,1000,2,0.038,0.027028815982983945,0.05178710362196412,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.35,0.2,62,400,2,0.155,0.1209492776063571,0.19425290454100094,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.35,0.4,239,400,2,0.5975,0.5476157756295733,0.6459305609376008,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.35,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.5,0.0,50,1000,2,0.05,0.037335397604661764,0.06539048791549364,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.5,0.2,70,400,2,0.175,0.13903681356349204,0.21585386452401903,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.5,0.4,253,400,2,0.6325,0.5831603460686677,0.6798630695778273,stageb_only_pooled
regression,200,256,bonferroni,adaptive,0.5,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.02,0.0,4,1500,3,0.0026666666666666666,0.0007270400447451259,0.006813531732916779,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.02,0.2,18,600,3,0.03,0.017874802357880564,0.04699961041127929,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.02,0.4,142,600,3,0.23666666666666666,0.20319029894472967,0.2727586996429274,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.02,0.8,584,600,3,0.9733333333333334,0.9570555231544781,0.9846825606659874,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.05,0.0,13,1500,3,0.008666666666666666,0.0046224727145726405,0.01477466666740575,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.05,0.2,29,600,3,0.04833333333333333,0.03260510298859885,0.06867969714975303,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.05,0.4,206,600,3,0.3433333333333333,0.3053587373941435,0.38285909721476485,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.05,0.8,590,600,3,0.9833333333333333,0.9695635405010712,0.9919794929632011,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.1,0.0,19,1500,3,0.012666666666666666,0.007642918539229586,0.019710167820817696,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.1,0.2,38,600,3,0.06333333333333334,0.045204599944011443,0.08589660185670903,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.1,0.4,254,600,3,0.42333333333333334,0.38342727772285484,0.4639976566341518,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.1,0.8,594,600,3,0.99,0.9783620442905984,0.9963215835543477,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.2,0.0,34,1500,3,0.02266666666666667,0.01574719303712674,0.03153139214328787,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.2,0.2,60,600,3,0.1,0.07718021115153023,0.1268430723648326,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.2,0.4,308,600,3,0.5133333333333333,0.4725252654525831,0.554009568661072,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.2,0.8,594,600,3,0.99,0.9783620442905984,0.9963215835543477,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.35,0.0,38,1000,2,0.038,0.027028815982983945,0.05178710362196412,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.35,0.2,62,400,2,0.155,0.1209492776063571,0.19425290454100094,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.35,0.4,240,400,2,0.6,0.5501461617271668,0.6483628520036337,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.35,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.5,0.0,51,1000,2,0.051,0.038205236774686166,0.06651346159493483,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.5,0.2,72,400,2,0.18,0.1435875835189853,0.22122569809595713,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.5,0.4,255,400,2,0.6375,0.5882594811495423,0.6846891504869104,stageb_only_pooled
regression,200,256,bonferroni,exhaustive,0.5,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,256,maxt,adaptive,0.02,0.0,19,1500,3,0.012666666666666666,0.007642918539229586,0.019710167820817696,stageb_only_pooled
regression,200,256,maxt,adaptive,0.02,0.2,43,600,3,0.07166666666666667,0.05234782323673621,0.09532314344396939,stageb_only_pooled
regression,200,256,maxt,adaptive,0.02,0.4,241,600,3,0.40166666666666667,0.36217478619439464,0.4421313102828629,stageb_only_pooled
regression,200,256,maxt,adaptive,0.02,0.8,589,600,3,0.9816666666666667,0.9674337997201626,0.9908134258475395,stageb_only_pooled
regression,200,256,maxt,adaptive,0.05,0.0,62,1500,3,0.04133333333333333,0.03183425005423214,0.052676792246684125,stageb_only_pooled
regression,200,256,maxt,adaptive,0.05,0.2,80,600,3,0.13333333333333333,0.10715968679952224,0.1631767316788755,stageb_only_pooled
regression,200,256,maxt,adaptive,0.05,0.4,328,600,3,0.5466666666666666,0.5058535231483166,0.5870183475637069,stageb_only_pooled
regression,200,256,maxt,adaptive,0.05,0.8,596,600,3,0.9933333333333333,0.9830192932606833,0.9981806583658572,stageb_only_pooled
regression,200,256,maxt,adaptive,0.1,0.0,114,1500,3,0.076,0.06309669423376421,0.09059109736096418,stageb_only_pooled
regression,200,256,maxt,adaptive,0.1,0.2,125,600,3,0.20833333333333334,0.17650654779551003,0.24306133046527423,stageb_only_pooled
regression,200,256,maxt,adaptive,0.1,0.4,405,600,3,0.675,0.6358967672803866,0.7123698893986955,stageb_only_pooled
regression,200,256,maxt,adaptive,0.1,0.8,597,600,3,0.995,0.9854579578604367,0.9989676904830049,stageb_only_pooled
regression,200,256,maxt,adaptive,0.2,0.0,217,1500,3,0.14466666666666667,0.12724088561127922,0.16349606152085092,stageb_only_pooled
regression,200,256,maxt,adaptive,0.2,0.2,213,600,3,0.355,0.31667336529174783,0.39476198550334674,stageb_only_pooled
regression,200,256,maxt,adaptive,0.2,0.4,480,600,3,0.8,0.7657169150757219,0.8312975296288342,stageb_only_pooled
regression,200,256,maxt,adaptive,0.2,0.8,598,600,3,0.9966666666666667,0.9880111660413475,0.9995960626395574,stageb_only_pooled
regression,200,256,maxt,adaptive,0.35,0.0,238,1000,2,0.238,0.21190840581377104,0.26564368072325606,stageb_only_pooled
regression,200,256,maxt,adaptive,0.35,0.2,191,400,2,0.4775,0.4276248463187327,0.5277104175544793,stageb_only_pooled
regression,200,256,maxt,adaptive,0.35,0.4,340,400,2,0.85,0.8111778635180942,0.8835415213926012,stageb_only_pooled
regression,200,256,maxt,adaptive,0.35,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,256,maxt,adaptive,0.5,0.0,324,1000,2,0.324,0.2950476484431728,0.3539927233842261,stageb_only_pooled
regression,200,256,maxt,adaptive,0.5,0.2,232,400,2,0.58,0.529938934941564,0.6288685615497802,stageb_only_pooled
regression,200,256,maxt,adaptive,0.5,0.4,354,400,2,0.885,0.8495973373768843,0.9145642527566114,stageb_only_pooled
regression,200,256,maxt,adaptive,0.5,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.02,0.0,24,1500,3,0.016,0.01027770409776163,0.023713695096128657,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.02,0.2,48,600,3,0.08,0.05957246901486141,0.1046706946656102,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.02,0.4,268,600,3,0.44666666666666666,0.4064013460303702,0.48745939185125775,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.02,0.8,592,600,3,0.9866666666666667,0.9738977663757112,0.9942265090052641,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.05,0.0,66,1500,3,0.044,0.034190238727712034,0.05564124090117087,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.05,0.2,90,600,3,0.15,0.12237586406317694,0.18112076916758274,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.05,0.4,355,600,3,0.5916666666666667,0.5511322288799934,0.6312943548761252,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.05,0.8,598,600,3,0.9966666666666667,0.9880111660413475,0.9995960626395574,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.1,0.0,120,1500,3,0.08,0.06677043503782351,0.09490023350365138,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.1,0.2,129,600,3,0.215,0.18276476735438016,0.25006909699843366,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.1,0.4,425,600,3,0.7083333333333334,0.6701671437627345,0.7444342688695584,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.1,0.8,598,600,3,0.9966666666666667,0.9880111660413475,0.9995960626395574,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.2,0.0,218,1500,3,0.14533333333333334,0.12787226044816283,0.16419532329171208,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.2,0.2,210,600,3,0.35,0.3118211718888055,0.3896638049579385,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.2,0.4,479,600,3,0.7983333333333333,0.7639595787945688,0.8297384162963686,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.2,0.8,598,600,3,0.9966666666666667,0.9880111660413475,0.9995960626395574,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.35,0.0,236,1000,2,0.236,0.2099908387686158,0.2635732048664238,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.35,0.2,200,400,2,0.5,0.4499078877410119,0.5500921122589881,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.35,0.4,341,400,2,0.8525,0.8138981567866328,0.8857819155110285,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.35,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.5,0.0,317,1000,2,0.317,0.28823485672585186,0.34684703055890015,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.5,0.2,228,400,2,0.57,0.5198657645627314,0.6190908973513103,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.5,0.4,358,400,2,0.895,0.8607269465681882,0.9232714126691962,stageb_only_pooled
regression,200,256,maxt,exhaustive,0.5,0.8,399,400,2,0.9975,0.9861502300379867,0.9999367074830952,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.02,0.0,15,1500,3,0.01,0.0056074208232526025,0.016439920118288244,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.02,0.2,101,600,3,0.16833333333333333,0.13925437338252997,0.2007203382528294,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.02,0.4,503,600,3,0.8383333333333334,0.8063911808733332,0.8668990541453284,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.02,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.05,0.0,39,1500,3,0.026,0.01855239568494881,0.03537274562808389,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.05,0.2,150,600,3,0.25,0.21582135971662667,0.28666047073396517,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.05,0.4,542,600,3,0.9033333333333333,0.8768298024747042,0.9257774617124157,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.05,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.1,0.0,69,1500,3,0.046,0.03596414474063997,0.057857804740534126,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.1,0.2,195,600,3,0.325,0.2876301106013045,0.36410323271961337,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.1,0.4,567,600,3,0.945,0.9236235234824541,0.9618417498704462,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.1,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.2,0.0,138,1500,3,0.092,0.07785001986543447,0.10776989869333763,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.2,0.2,265,600,3,0.44166666666666665,0.40147084555800694,0.4824393536883991,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.2,0.4,580,600,3,0.9666666666666667,0.9489873475634752,0.9795225760997937,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.2,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.35,0.0,144,1000,2,0.144,0.12281275110751591,0.16730691681579113,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.35,0.2,215,400,2,0.5375,0.4872656269408889,0.5871755679108789,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.35,0.4,391,400,2,0.9775,0.9577189699633272,0.9896611490413162,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.35,0.8,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.5,0.0,180,1000,2,0.18,0.15665810167101404,0.2052424940277865,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.5,0.2,226,400,2,0.565,0.5148367060596162,0.6141945225463443,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.5,0.4,394,400,2,0.985,0.967638705519225,0.9944758904954193,stageb_only_pooled
regression,500,16,bonferroni,adaptive,0.5,0.8,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.02,0.0,16,1500,3,0.010666666666666666,0.006108868903649251,0.01726434063763466,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.02,0.2,102,600,3,0.17,0.14079541181637076,0.20249556724008794,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.02,0.4,505,600,3,0.8416666666666667,0.8099534843737163,0.8699691457048411,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.02,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.05,0.0,39,1500,3,0.026,0.01855239568494881,0.03537274562808389,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.05,0.2,152,600,3,0.25333333333333335,0.21898604992312673,0.2901290340877973,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.05,0.4,542,600,3,0.9033333333333333,0.8768298024747042,0.9257774617124157,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.05,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.1,0.0,71,1500,3,0.04733333333333333,0.03714983582675189,0.05933248738708986,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.1,0.2,197,600,3,0.3283333333333333,0.29084872372810844,0.3675181459324119,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.1,0.4,567,600,3,0.945,0.9236235234824541,0.9618417498704462,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.1,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.2,0.0,140,1500,3,0.09333333333333334,0.07908600974903801,0.10919498508265041,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.2,0.2,264,600,3,0.44,0.3998282489179181,0.4807651051375853,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.2,0.4,580,600,3,0.9666666666666667,0.9489873475634752,0.9795225760997937,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.2,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.35,0.0,144,1000,2,0.144,0.12281275110751591,0.16730691681579113,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.35,0.2,215,400,2,0.5375,0.4872656269408889,0.5871755679108789,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.35,0.4,391,400,2,0.9775,0.9577189699633272,0.9896611490413162,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.35,0.8,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.5,0.0,180,1000,2,0.18,0.15665810167101404,0.2052424940277865,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.5,0.2,226,400,2,0.565,0.5148367060596162,0.6141945225463443,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.5,0.4,394,400,2,0.985,0.967638705519225,0.9944758904954193,stageb_only_pooled
regression,500,16,bonferroni,exhaustive,0.5,0.8,400,400,2,1.0,0.9908201954163347,1.0,stageb_only_pooled
regression,500,16,maxt,adaptive,0.02,0.0,20,1500,3,0.013333333333333334,0.008162854513771585,0.020517459360976174,stageb_only_pooled
regression,500,16,maxt,adaptive,0.02,0.2,90,600,3,0.15,0.12237586406317694,0.18112076916758274,stageb_only_pooled
regression,500,16,maxt,adaptive,0.02,0.4,495,600,3,0.825,0.7921849121887271,0.854575237342696,stageb_only_pooled
regression,500,16,maxt,adaptive,0.02,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,maxt,adaptive,0.05,0.0,47,1500,3,0.03133333333333333,0.023111501734855006,0.04145052352390676,stageb_only_pooled
regression,500,16,maxt,adaptive,0.05,0.2,153,600,3,0.255,0.2205694083167629,0.2918623088790544,stageb_only_pooled
regression,500,16,maxt,adaptive,0.05,0.4,551,600,3,0.9183333333333333,0.8934682601789284,0.9389738988506496,stageb_only_pooled
regression,500,16,maxt,adaptive,0.05,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,maxt,adaptive,0.1,0.0,98,1500,3,0.06533333333333333,0.05335567221309825,0.07904511450039461,stageb_only_pooled
regression,500,16,maxt,adaptive,0.1,0.2,219,600,3,0.365,0.3263913629441394,0.40494477707103566,stageb_only_pooled
regression,500,16,maxt,adaptive,0.1,0.4,577,600,3,0.9616666666666667,0.9430344466125399,0.9755475363874965,stageb_only_pooled
regression,500,16,maxt,adaptive,0.1,0.8,600,600,3,1.0,0.9938707286693308,1.0,stageb_only_pooled
regression,500,16,maxt,adaptive,0.2,0.0,204,1500,3,0.136,0.11904504685827356,0.1543936931098373,stageb_only_pooled
regression,500,16,maxt,adaptive,0.2,0.2,301,600,3,0.5016666666666667,0.4609023288128602,0.5424145256025061,stageb_only_pooled
regression,500,16,maxt,adaptive,0.2,0.4,586,600,3,0.9766666666666667,0.9611602813980796,0.9871860969628846,stageb_only_pooled
